,h2_input,xm,time_arduino,time_python,,volt,,law,,e,,h1,h2,xm,xm_dot,theta1,theta2,theta3,filter1,filter1_dot,filter2,filter2_dot,filter3,filter3_dot,ola (x1000)
3226,19.57,20,599455,600.1911759,,51,,1.02,,-0.37,state: ,2.75,19.63,5,0,199767.15,59932.23,153146.32,5,0,-13.51,1.23,4.44,-0.07,
3227,19.63,20,599633,600.3723423,,51,,1,,-0.29,state: ,2.87,19.71,5,0,199769,59937.21,153144.7,5,0,-13.39,1.24,4.44,0.03,
3228,19.71,20,599811,600.5496182,,51,,0.99,,-0.26,state: ,2.99,19.74,5,0,199770.43,59941.06,153143.42,5,0,-13.26,1.25,4.44,0.13,
3229,19.74,20,599988,600.7248268,,0,,0.97,,-0.18,state: ,3.12,19.82,5,0,199771.71,59944.47,153142.26,5,0,-13.14,1.25,4.45,0.2,
3230,19.82,20,600164,600.9016376,,0,,0.95,,-0.11,state: ,3.38,19.89,5,0,199772.62,59946.86,153141.46,5,0,-13.01,1.25,4.47,0.27,
3231,19.89,20,600340,601.0767548,,0,,0.95,,-0.04,state: ,3.1,19.96,5,0,199773.14,59948.23,153140.98,5,0,-12.89,1.31,4.5,0.33,
3232,19.96,20,600516,601.252584,,0,,0.96,,0.03,state: ,2.77,20.03,5,0,199773.32,59948.72,153140.82,5,0,-12.76,1.18,4.53,0.38,
3233,20.03,20,600691,601.4275813,,0,,0.97,,0.08,state: ,2.56,20.08,5,0,199773.18,59948.38,153140.95,5,0,-12.64,0.92,4.57,0.43,
3234,20.08,20,600866,601.6000702,,0,,0.96,,0.14,state: ,2.49,20.14,5,0,199772.78,59947.33,153141.32,5,0,-12.55,0.63,4.61,0.46,
3235,20.14,20,601041,601.7761333,,0,,0.96,,0.22,state: ,2.36,20.22,5,0,199772.07,59945.55,153141.98,5,0,-12.49,0.39,4.66,0.49,
3236,20.22,20,601217,601.9542975,,0,,0.95,,0.3,state: ,2.23,20.3,5,0,199770.96,59942.77,153143.01,5,0,-12.45,0.17,4.71,0.52,
3237,20.3,20,601392,602.1294453,,0,,0.96,,0.34,state: ,2.07,20.34,5,0,199769.48,59939.07,153144.42,5,0,-12.43,-0.03,4.76,0.55,
3238,20.34,20,601568,602.3055189,,0,,0.95,,0.41,state: ,1.92,20.41,5,0,199767.79,59934.85,153146.04,5,0,-12.43,-0.22,4.81,0.56,
3239,20.41,20,601744,602.4812841,,0,,0.95,,0.48,state: ,1.79,20.48,5,0,199765.71,59929.69,153148.04,5,0,-12.45,-0.39,4.87,0.58,
3240,20.48,20,601921,602.6566906,,0,,0.95,,0.54,state: ,1.65,20.54,5,0,199763.32,59923.73,153150.37,5,0,-12.49,-0.54,4.93,0.59,
3241,20.54,20,602097,602.8351066,,0,,0.95,,0.6,state: ,1.5,20.6,5,0,199760.6,59916.94,153153.04,5,0,-12.55,-0.67,4.99,0.6,
3242,20.6,20,602273,603.0106537,,0,,0.95,,0.65,state: ,1.36,20.65,5,0,199757.57,59909.35,153156.06,5,0,-12.61,-0.78,5.05,0.61,
3243,20.65,20,602449,603.1926262,,0,,0.95,,0.7,state: ,1.22,20.7,5,0,199754.32,59901.15,153159.34,5,0,-12.69,-0.88,5.11,0.61,
3244,20.7,20,602626,603.3632696,,0,,0.95,,0.77,state: ,1.08,20.77,5,0,199750.85,59892.32,153162.9,5,0,-12.78,-0.96,5.17,0.6,
3245,20.77,20,602802,603.5393026,,0,,0.94,,0.86,state: ,0.98,20.86,5,0,199747,59882.45,153166.89,5,0,-12.87,-1.04,5.23,0.6,
3246,20.86,20,602978,603.7139783,,0,,0.94,,0.88,state: ,0.9,20.88,5,0,199742.71,59871.43,153171.35,5,0,-12.98,-1.08,5.29,0.61,
3247,20.88,20,603154,603.8892112,,0,,0.95,,0.87,state: ,0.82,20.87,5,0,199738.32,59860.01,153176.01,5,0,-13.09,-1.1,5.35,0.6,
3248,20.87,20,603330,604.0666192,,0,,0.94,,0.96,state: ,0.72,20.96,5,0,199733.96,59848.59,153180.67,5,0,-13.2,-1.1,5.41,0.57,
3249,20.96,20,603506,604.2436888,,0,,0.95,,0.9,state: ,0.7,20.9,5,0,199729.14,59835.88,153185.89,5,0,-13.31,-1.09,5.47,0.56,
3250,20.9,20,603682,604.4204552,,0,,0.98,,0.73,state: ,0.71,20.73,5,0,199724.64,59823.89,153190.82,5,0,-13.41,-1.05,5.52,0.51,
3251,20.73,20,603858,604.5964663,,0,,0.99,,0.64,state: ,0.68,20.64,5,0,199721.01,59814.16,153194.84,5,0,-13.52,-0.98,5.57,0.39,
3252,20.64,20,604035,604.7705593,,0,,1,,0.56,state: ,0.68,20.56,5,0,199717.78,59805.45,153198.42,5,0,-13.62,-0.91,5.61,0.26,
3253,20.56,20,604211,604.952363,,51,,1.02,,0.44,state: ,0.67,20.44,5,0,199715,59797.85,153201.54,5,0,-13.71,-0.83,5.64,0.13,
3254,20.44,20,604388,605.128381,,51,,1.04,,0.35,state: ,0.68,20.35,5,0,199712.78,59791.77,153204.06,5,0,-13.79,-0.75,5.65,0,
3255,20.35,20,604565,605.3048058,,51,,1.05,,0.25,state: ,0.68,20.25,5,0,199711.04,59786.98,153206.03,5,0,-13.87,-0.66,5.65,-0.12,
3256,20.25,20,604744,605.4846704,,51,,1.07,,0.14,state: ,0.68,20.14,5,0,199709.81,59783.55,153207.42,5,0,-13.93,-0.58,5.64,-0.23,
3257,20.14,20,604922,605.6611302,,51,,1.08,,0.08,state: ,0.69,20.08,5,0,199709.1,59781.6,153208.21,5,0,-13.99,-0.5,5.62,-0.34,
3258,20.08,20,605101,605.8413641,,51,,1.09,,-0.02,state: ,0.69,19.98,5,0,199708.68,59780.45,153208.67,5,0,-14.04,-0.43,5.58,-0.42,
3259,19.98,20,605280,606.0192211,,51,,1.11,,-0.13,state: ,0.63,19.87,5,0,199708.79,59780.75,153208.56,5,0,-14.08,-0.36,5.54,-0.49,
3260,19.87,20,605459,606.2025237,,51,,1.14,,-0.25,state: ,0.53,19.75,5,0,199709.42,59782.53,153207.85,5,0,-14.12,-0.33,5.49,-0.56,
3261,19.75,20,605638,606.3801701,,51,,1.15,,-0.34,state: ,0.49,19.66,5,0,199710.65,59786.01,153206.5,5,0,-14.15,-0.34,5.44,-0.63,
3262,19.66,20,605817,606.5553789,,51,,1.16,,-0.43,state: ,0.52,19.57,5,0,199712.35,59790.82,153204.65,5,0,-14.19,-0.35,5.37,-0.69,
3263,19.57,20,605997,606.7355738,,51,,1.18,,-0.55,state: ,0.59,19.45,5,0,199714.51,59796.97,153202.31,5,0,-14.22,-0.33,5.3,-0.74,
3264,19.45,20,606176,606.918509,,51,,1.18,,-0.62,state: ,0.76,19.38,5,0,199717.26,59804.79,153199.4,5,0,-14.25,-0.27,5.23,-0.78,
3265,19.38,20,606356,607.0970836,,51,,1.18,,-0.72,state: ,1.02,19.28,5,0,199720.37,59813.65,153196.15,5,0,-14.28,-0.16,5.15,-0.81,
3266,19.28,20,606535,607.2730188,,51,,1.18,,-0.83,state: ,1.25,19.17,5,0,199724,59823.97,153192.42,5,0,-14.3,0.03,5.07,-0.84,
3267,19.17,20,606713,607.4545143,,51,,1.18,,-0.89,state: ,1.53,19.11,5,0,199728.14,59835.8,153188.23,5,0,-14.29,0.24,4.99,-0.86,
3268,19.11,20,606892,607.6296723,,51,,1.17,,-0.96,state: ,1.73,19.04,5,0,199732.59,59848.56,153183.78,5,0,-14.27,0.47,4.9,-0.87,
3269,19.04,20,607070,607.8090553,,51,,1.16,,-0.91,state: ,1.87,19.09,5,0,199737.37,59862.22,153179.09,5,0,-14.22,0.68,4.81,-0.86,
3270,19.09,20,607248,607.9872618,,51,,1.13,,-0.8,state: ,2,19.2,5,0,199741.92,59875.16,153174.71,5,0,-14.15,0.85,4.73,-0.81,
3271,19.2,20,607426,608.166029,,51,,1.12,,-0.73,state: ,2.12,19.27,5,0,199745.92,59886.46,153170.93,5,0,-14.07,0.97,4.65,-0.7,
3272,19.27,20,607604,608.3463204,,51,,1.1,,-0.67,state: ,2.24,19.33,5,0,199749.57,59896.71,153167.56,5,0,-13.97,1.06,4.58,-0.57,
3273,19.33,20,607782,608.5279887,,51,,1.08,,-0.6,state: ,2.37,19.4,5,0,199752.9,59906,153164.5,5,0,-13.87,1.12,4.52,-0.44,
3274,19.4,20,607961,608.7037816,,51,,1.06,,-0.52,state: ,2.48,19.48,5,0,199755.92,59914.36,153161.78,5,0,-13.75,1.17,4.48,-0.31,
3275,19.48,20,608139,608.8800294,,51,,1.05,,-0.46,state: ,2.61,19.54,5,0,199758.51,59921.51,153159.45,5,0,-13.64,1.2,4.45,-0.19,
3276,19.54,20,608318,609.0601225,,51,,1.03,,-0.39,state: ,2.74,19.61,5,0,199760.82,59927.82,153157.39,5,0,-13.52,1.22,4.43,-0.07,
3277,19.61,20,608496,609.2374997,,51,,1.01,,-0.3,state: ,2.87,19.7,5,0,199762.78,59933.09,153155.67,5,0,-13.4,1.24,4.42,0.03,
3278,19.7,20,608673,609.4103582,,51,,0.99,,-0.23,state: ,2.98,19.77,5,0,199764.26,59937.06,153154.35,5,0,-13.27,1.25,4.42,0.13,
3279,19.77,20,608850,609.5885031,,0,,0.97,,-0.17,state: ,3.08,19.83,5,0,199765.4,59940.11,153153.32,5,0,-13.15,1.25,4.44,0.22,
3280,19.83,20,609027,609.7634788,,0,,0.95,,-0.13,state: ,3.35,19.87,5,0,199766.28,59942.41,153152.56,5,0,-13.02,1.24,4.46,0.29,
3281,19.87,20,609203,609.9402246,,0,,0.95,,-0.05,state: ,3.09,19.95,5,0,199766.95,59944.14,153151.96,5,0,-12.9,1.3,4.49,0.34,
3282,19.95,20,609379,610.1173007,,0,,0.96,,0.01,state: ,2.77,20.01,5,0,199767.2,59944.79,153151.73,5,0,-12.77,1.18,4.52,0.39,
3283,20.01,20,609554,610.2903471,,0,,0.97,,0.07,state: ,2.56,20.07,5,0,199767.12,59944.6,153151.79,5,0,-12.65,0.92,4.56,0.43,
3284,20.07,20,609729,610.4686954,,0,,0.97,,0.12,state: ,2.42,20.12,5,0,199766.76,59943.73,153152.1,5,0,-12.56,0.64,4.6,0.46,
3285,20.12,20,609904,610.6412163,,0,,0.96,,0.21,state: ,2.36,20.21,5,0,199766.17,59942.25,153152.67,5,0,-12.5,0.37,4.65,0.48,
3286,20.21,20,610079,610.8192945,,0,,0.96,,0.28,state: ,2.2,20.28,5,0,199765.12,59939.61,153153.64,5,0,-12.46,0.17,4.7,0.52,
3287,20.28,20,610254,610.9930644,,0,,0.96,,0.33,state: ,2.08,20.33,5,0,199763.7,59936.09,153154.96,5,0,-12.44,-0.03,4.75,0.54,
3288,20.33,20,610430,611.1673217,,0,,0.96,,0.39,state: ,1.91,20.39,5,0,199762.04,59931.97,153156.54,5,0,-12.45,-0.21,4.8,0.56,
3289,20.39,20,610607,611.3462048,,0,,0.95,,0.47,state: ,1.78,20.47,5,0,199760.07,59927.08,153158.43,5,0,-12.47,-0.39,4.86,0.57,
3290,20.47,20,610783,611.5202382,,0,,0.95,,0.53,state: ,1.64,20.53,5,0,199757.7,59921.17,153160.73,5,0,-12.51,-0.53,4.92,0.59,
3291,20.53,20,610960,611.6981411,,0,,0.95,,0.58,state: ,1.49,20.58,5,0,199755.03,59914.5,153163.35,5,0,-12.56,-0.66,4.97,0.6,
3292,20.58,20,611136,611.8722289,,0,,0.95,,0.65,state: ,1.35,20.65,5,0,199752.15,59907.27,153166.23,5,0,-12.62,-0.77,5.03,0.6,
3293,20.65,20,611312,612.0475769,,0,,0.95,,0.68,state: ,1.21,20.68,5,0,199748.9,59899.05,153169.51,5,0,-12.7,-0.87,5.09,0.61,
3294,20.68,20,611488,612.2260585,,0,,0.95,,0.76,state: ,1.15,20.76,5,0,199745.48,59890.37,153172.98,5,0,-12.79,-0.96,5.16,0.6,
3295,20.76,20,611664,612.3998518,,0,,0.94,,0.83,state: ,1.07,20.83,5,0,199741.7,59880.69,153176.89,5,0,-12.89,-1,5.22,0.6,
3296,20.83,20,611841,612.5762365,,0,,0.94,,0.86,state: ,0.93,20.86,5,0,199737.54,59870,153181.21,5,0,-12.99,-1.02,5.28,0.61,
3297,20.86,20,612017,612.7545474,,0,,0.95,,0.85,state: ,0.8,20.85,5,0,199733.23,59858.78,153185.78,5,0,-13.09,-1.04,5.34,0.6,
3298,20.85,20,612193,612.9281104,,0,,0.94,,0.93,state: ,0.73,20.93,5,0,199728.98,59847.68,153190.31,5,0,-13.19,-1.07,5.4,0.56,
3299,20.93,20,612369,613.1056135,,0,,0.96,,0.85,state: ,0.69,20.85,5,0,199724.32,59835.42,153195.32,5,0,-13.3,-1.07,5.45,0.55,
3300,20.85,20,612545,613.2843254,,0,,0.98,,0.73,state: ,0.69,20.73,5,0,199720.1,59824.17,153199.93,5,0,-13.41,-1.05,5.51,0.49,
3301,20.73,20,612721,613.4604645,,0,,0.99,,0.63,state: ,0.68,20.63,5,0,199716.45,59814.37,153203.96,5,0,-13.51,-0.99,5.56,0.38,
3302,20.63,20,612897,613.6365018,,0,,1.01,,0.53,state: ,0.69,20.53,5,0,199713.29,59805.87,153207.45,5,0,-13.61,-0.92,5.59,0.26,
3303,20.53,20,613073,613.81252,,51,,1.02,,0.42,state: ,0.69,20.42,5,0,199710.62,59798.61,153210.45,5,0,-13.7,-0.83,5.62,0.13,
3304,20.42,20,613251,613.9915316,,51,,1.04,,0.32,state: ,0.68,20.32,5,0,199708.53,59792.83,153212.82,5,0,-13.78,-0.74,5.63,0,
3305,20.32,20,613429,614.1701367,,51,,1.06,,0.22,state: ,0.69,20.22,5,0,199706.9,59788.38,153214.64,5,0,-13.86,-0.66,5.63,-0.12,
3306,20.22,20,613608,614.3450882,,51,,1.07,,0.11,state: ,0.7,20.11,5,0,199705.82,59785.38,153215.85,5,0,-13.93,-0.58,5.62,-0.24,
3307,20.11,20,613786,614.5252845,,51,,1.09,,0.01,state: ,0.69,20.01,5,0,199705.28,59783.83,153216.48,5,0,-13.98,-0.5,5.6,-0.35,
3308,20.01,20,613964,614.7069077,,51,,1.1,,-0.1,state: ,0.68,19.9,5,0,199705.25,59783.75,153216.51,5,0,-14.03,-0.43,5.56,-0.45,
3309,19.9,20,614144,614.8857465,,51,,1.12,,-0.2,state: ,0.6,19.8,5,0,199705.73,59785.1,153215.98,5,0,-14.08,-0.37,5.52,-0.53,
3310,19.8,20,614323,615.062264,,51,,1.14,,-0.24,state: ,0.5,19.76,5,0,199706.7,59787.85,153214.9,5,0,-14.11,-0.35,5.46,-0.6,
3311,19.76,20,614502,615.2428477,,51,,1.16,,-0.35,state: ,0.45,19.65,5,0,199707.9,59791.22,153213.6,5,0,-14.15,-0.37,5.4,-0.64,
3312,19.65,20,614681,615.4246438,,51,,1.17,,-0.46,state: ,0.5,19.54,5,0,199709.65,59796.19,153211.7,5,0,-14.19,-0.38,5.34,-0.69,
3313,19.54,20,614860,615.605824,,51,,1.18,,-0.55,state: ,0.56,19.45,5,0,199711.96,59802.77,153209.23,5,0,-14.22,-0.36,5.27,-0.73,
3314,19.45,20,615040,615.7797427,,51,,1.18,,-0.65,state: ,0.77,19.35,5,0,199714.73,59810.64,153206.31,5,0,-14.26,-0.3,5.2,-0.77,
3315,19.35,20,615219,615.9617903,,51,,1.19,,-0.76,state: ,1.01,19.24,5,0,199717.96,59819.89,153202.93,5,0,-14.29,-0.17,5.12,-0.8,
3316,19.24,20,615399,616.1388941,,51,,1.18,,-0.85,state: ,1.29,19.15,5,0,199721.76,59830.75,153199.04,5,0,-14.31,0.02,5.04,-0.83,
3317,19.15,20,615577,616.3150303,,51,,1.18,,-0.92,state: ,1.53,19.08,5,0,199726.03,59842.94,153194.75,5,0,-14.3,0.25,4.96,-0.86,
3318,19.08,20,615755,616.498204,,51,,1.17,,-0.96,state: ,1.74,19.04,5,0,199730.64,59856.13,153190.18,5,0,-14.28,0.48,4.87,-0.87,
3319,19.04,20,615933,616.6715517,,51,,1.16,,-0.92,state: ,1.85,19.08,5,0,199735.4,59869.77,153185.53,5,0,-14.23,0.7,4.78,-0.85,
3320,19.08,20,616112,616.8519881,,51,,1.14,,-0.81,state: ,1.98,19.19,5,0,199740,59882.83,153181.14,5,0,-14.16,0.85,4.7,-0.79,
3321,19.19,20,616290,617.0288727,,51,,1.12,,-0.73,state: ,2.11,19.27,5,0,199744.04,59894.31,153177.32,5,0,-14.08,0.97,4.62,-0.68,
3322,19.27,20,616468,617.2093573,,51,,1.1,,-0.67,state: ,2.23,19.33,5,0,199747.7,59904.56,153173.95,5,0,-13.98,1.05,4.55,-0.55,
3323,19.33,20,616646,617.3880913,,51,,1.08,,-0.61,state: ,2.35,19.39,5,0,199751.04,59913.92,153170.9,5,0,-13.87,1.12,4.5,-0.42,
3324,19.39,20,616824,617.5647125,,51,,1.06,,-0.52,state: ,2.49,19.48,5,0,199754.1,59922.4,153168.15,5,0,-13.76,1.16,4.46,-0.29,
3325,19.48,20,617003,617.7442985,,51,,1.05,,-0.47,state: ,2.61,19.53,5,0,199756.71,59929.59,153165.81,5,0,-13.65,1.2,4.43,-0.17,
3326,19.53,20,617182,617.9220603,,51,,1.03,,-0.39,state: ,2.74,19.61,5,0,199759.04,59935.98,153163.73,5,0,-13.53,1.22,4.41,-0.06,
3327,19.61,20,617360,618.0992248,,51,,1.01,,-0.31,state: ,2.85,19.69,5,0,199761,59941.27,153162.01,5,0,-13.4,1.24,4.4,0.04,
3328,19.69,20,617537,618.2768085,,51,,0.99,,-0.25,state: ,2.97,19.75,5,0,199762.54,59945.39,153160.65,5,0,-13.28,1.24,4.41,0.14,
3329,19.75,20,617714,618.4542642,,0,,0.97,,-0.17,state: ,3.11,19.83,5,0,199763.79,59948.72,153159.56,5,0,-13.16,1.25,4.42,0.22,
3330,19.83,20,617890,618.6307788,,0,,0.94,,-0.09,state: ,3.38,19.91,5,0,199764.65,59950.99,153158.79,5,0,-13.03,1.25,4.45,0.29,
3331,19.91,20,618066,618.8052166,,0,,0.96,,-0.07,state: ,3.12,19.93,5,0,199765.1,59952.15,153158.4,5,0,-12.91,1.31,4.47,0.36,
3332,19.93,20,618243,618.9816921,,0,,0.97,,0,state: ,2.78,20,5,0,199765.45,59953.04,153158.09,5,0,-12.77,1.2,4.51,0.4,
3333,20,20,618419,619.1578829,,0,,0.97,,0.06,state: ,2.56,20.06,5,0,199765.48,59953.1,153158.07,5,0,-12.65,0.94,4.55,0.43,
3334,20.06,20,618594,619.3294384,,0,,0.97,,0.11,state: ,2.44,20.11,5,0,199765.17,59952.3,153158.37,5,0,-12.56,0.65,4.59,0.47,
3335,20.11,20,618769,619.5093861,,0,,0.96,,0.2,state: ,2.3,20.2,5,0,199764.6,59950.91,153158.89,5,0,-12.5,0.39,4.64,0.49,
3336,20.2,20,618944,619.6827466,,0,,0.96,,0.26,state: ,2.15,20.26,5,0,199763.62,59948.45,153159.81,5,0,-12.46,0.15,4.69,0.51,
3337,20.26,20,619119,619.8612356,,0,,0.96,,0.32,state: ,2.07,20.32,5,0,199762.32,59945.21,153161.03,5,0,-12.44,-0.07,4.74,0.54,
3338,20.32,20,619295,620.0351377,,0,,0.96,,0.38,state: ,1.93,20.38,5,0,199760.75,59941.28,153162.51,5,0,-12.45,-0.23,4.79,0.55,
3339,20.38,20,619471,620.2098312,,0,,0.95,,0.47,state: ,1.78,20.47,5,0,199758.81,59936.49,153164.37,5,0,-12.47,-0.39,4.85,0.57,
3340,20.47,20,619648,620.3871298,,0,,0.95,,0.53,state: ,1.65,20.53,5,0,199756.48,59930.66,153166.64,5,0,-12.51,-0.53,4.91,0.59,
3341,20.53,20,619824,620.5622413,,0,,0.95,,0.57,state: ,1.5,20.57,5,0,199753.84,59924.04,153169.23,5,0,-12.56,-0.65,4.97,0.6,
3342,20.57,20,620001,620.7384193,,0,,0.95,,0.65,state: ,1.35,20.65,5,0,199750.96,59916.85,153172.07,5,0,-12.63,-0.77,5.03,0.6,
3343,20.65,20,620177,620.9171174,,0,,0.95,,0.71,state: ,1.2,20.71,5,0,199747.71,59908.59,153175.35,5,0,-12.71,-0.87,5.09,0.61,
3344,20.71,20,620353,621.0904341,,0,,0.95,,0.77,state: ,1.07,20.77,5,0,199744.17,59899.6,153178.95,5,0,-12.79,-0.96,5.15,0.62,
3345,20.77,20,620529,621.2666993,,0,,0.95,,0.82,state: ,0.98,20.82,5,0,199740.29,59889.71,153182.93,5,0,-12.89,-1.03,5.21,0.62,
3346,20.82,20,620705,621.4426572,,0,,0.94,,0.86,state: ,0.93,20.86,5,0,199736.18,59879.13,153187.2,5,0,-12.99,-1.07,5.27,0.62,
3347,20.86,20,620881,621.6204238,,0,,0.95,,0.86,state: ,0.81,20.86,5,0,199731.87,59867.91,153191.75,5,0,-13.1,-1.08,5.33,0.61,
3348,20.86,20,621058,621.7963889,,0,,0.95,,0.93,state: ,0.72,20.93,5,0,199727.54,59856.6,153196.35,5,0,-13.21,-1.08,5.39,0.58,
3349,20.93,20,621234,621.972496,,0,,0.95,,0.89,state: ,0.69,20.89,5,0,199722.93,59844.37,153201.35,5,0,-13.31,-1.08,5.45,0.56,
3350,20.89,20,621410,622.1473494,,0,,0.97,,0.75,state: ,0.68,20.75,5,0,199718.46,59832.49,153206.21,5,0,-13.42,-1.05,5.51,0.51,
3351,20.75,20,621586,622.3247466,,0,,0.99,,0.65,state: ,0.67,20.65,5,0,199714.73,59822.46,153210.34,5,0,-13.53,-0.99,5.56,0.4,
3352,20.65,20,621762,622.499531,,0,,1,,0.55,state: ,0.67,20.55,5,0,199711.46,59813.64,153213.95,5,0,-13.63,-0.91,5.6,0.28,
3353,20.55,20,621938,622.6807737,,51,,1.02,,0.46,state: ,0.66,20.46,5,0,199708.68,59806.09,153217.06,5,0,-13.72,-0.83,5.63,0.15,
3354,20.46,20,622115,622.8557694,,51,,1.04,,0.35,state: ,0.66,20.35,5,0,199706.39,59799.76,153219.65,5,0,-13.8,-0.75,5.64,0.02,
3355,20.35,20,622292,623.0344281,,51,,1.05,,0.23,state: ,0.65,20.23,5,0,199704.67,59794.98,153221.6,5,0,-13.87,-0.66,5.64,-0.1,
3356,20.23,20,622471,623.2132173,,51,,1.07,,0.14,state: ,0.69,20.14,5,0,199703.5,59791.75,153222.92,5,0,-13.94,-0.59,5.63,-0.23,
3357,20.14,20,622650,623.3893948,,51,,1.08,,0.04,state: ,0.66,20.04,5,0,199702.79,59789.81,153223.68,5,0,-14,-0.5,5.61,-0.33,
3358,20.04,20,622828,623.5684042,,51,,1.1,,-0.09,state: ,0.66,19.91,5,0,199702.59,59789.21,153223.93,5,0,-14.05,-0.43,5.58,-0.43,
3359,19.91,20,623007,623.7486439,,51,,1.12,,-0.18,state: ,0.58,19.82,5,0,199703.01,59790.42,153223.45,5,0,-14.09,-0.38,5.53,-0.52,
3360,19.82,20,623186,623.9291873,,51,,1.14,,-0.28,state: ,0.5,19.72,5,0,199703.93,59792.98,153222.43,5,0,-14.13,-0.36,5.48,-0.6,
3361,19.72,20,623366,624.1115797,,51,,1.16,,-0.37,state: ,0.45,19.63,5,0,199705.32,59796.89,153220.93,5,0,-14.17,-0.36,5.42,-0.66,
3362,19.63,20,623545,624.2852688,,51,,1.17,,-0.47,state: ,0.48,19.53,5,0,199707.18,59802.16,153218.92,5,0,-14.2,-0.37,5.36,-0.72,
3363,19.53,20,623724,624.4687581,,51,,1.18,,-0.54,state: ,0.55,19.46,5,0,199709.53,59808.85,153216.4,5,0,-14.24,-0.35,5.28,-0.76,
3364,19.46,20,623903,624.646807,,51,,1.18,,-0.62,state: ,0.71,19.38,5,0,199712.21,59816.48,153213.56,5,0,-14.28,-0.29,5.21,-0.78,
3365,19.38,20,624082,624.8280091,,51,,1.18,,-0.73,state: ,0.96,19.27,5,0,199715.34,59825.39,153210.31,5,0,-14.3,-0.18,5.13,-0.8,
3366,19.27,20,624263,625.006372,,51,,1.18,,-0.82,state: ,1.22,19.18,5,0,199718.98,59835.8,153206.57,5,0,-14.32,0,5.05,-0.83,
3367,19.18,20,624442,625.1825171,,51,,1.18,,-0.9,state: ,1.46,19.1,5,0,199723.06,59847.52,153202.43,5,0,-14.32,0.21,4.97,-0.84,
3368,19.1,20,624620,625.3646023,,51,,1.18,,-0.95,state: ,1.65,19.05,5,0,199727.56,59860.42,153197.96,5,0,-14.3,0.44,4.88,-0.85,
3369,19.05,20,624798,625.5383799,,51,,1.16,,-0.9,state: ,1.79,19.1,5,0,199732.32,59874.05,153193.31,5,0,-14.26,0.65,4.8,-0.85,
3370,19.1,20,624976,625.7209606,,51,,1.14,,-0.77,state: ,1.9,19.23,5,0,199736.81,59886.84,153189.01,5,0,-14.19,0.81,4.71,-0.79,
3371,19.23,20,625155,625.895864,,51,,1.12,,-0.73,state: ,2.03,19.27,5,0,199740.68,59897.83,153185.35,5,0,-14.11,0.92,4.63,-0.67,
3372,19.27,20,625333,626.0770521,,51,,1.11,,-0.67,state: ,2.13,19.33,5,0,199744.35,59908.19,153181.96,5,0,-14.02,1.01,4.57,-0.55,
3373,19.33,20,625511,626.2538092,,51,,1.09,,-0.59,state: ,2.27,19.41,5,0,199747.68,59917.53,153178.92,5,0,-13.92,1.07,4.51,-0.42,
3374,19.41,20,625689,626.4337592,,51,,1.07,,-0.53,state: ,2.37,19.47,5,0,199750.6,59925.7,153176.26,5,0,-13.81,1.12,4.47,-0.29,
3375,19.47,20,625867,626.6079254,,51,,1.05,,-0.46,state: ,2.48,19.54,5,0,199753.23,59932.96,153173.92,5,0,-13.7,1.14,4.44,-0.17,
3376,19.54,20,626046,626.7900379,,51,,1.03,,-0.39,state: ,2.6,19.61,5,0,199755.54,59939.31,153171.85,5,0,-13.59,1.16,4.42,-0.07,
3377,19.61,20,626225,626.9661558,,51,,1.02,,-0.31,state: ,2.72,19.69,5,0,199757.48,59944.54,153170.15,5,0,-13.47,1.17,4.42,0.04,
3378,19.69,20,626402,627.1425197,,51,,1,,-0.25,state: ,2.86,19.75,5,0,199759.01,59948.68,153168.79,5,0,-13.35,1.18,4.42,0.13,
3379,19.75,20,626579,627.3185174,,0,,0.98,,-0.19,state: ,2.96,19.81,5,0,199760.28,59952.08,153167.65,5,0,-13.24,1.19,4.43,0.21,
3380,19.81,20,626755,627.4921143,,0,,0.95,,-0.1,state: ,3.22,19.9,5,0,199761.21,59954.53,153166.84,5,0,-13.12,1.19,4.46,0.28,
3381,19.9,20,626931,627.6721425,,0,,0.96,,-0.03,state: ,3.01,19.97,5,0,199761.68,59955.79,153166.4,5,0,-13,1.25,4.48,0.35,
3382,19.97,20,627107,627.8454268,,0,,0.97,,0.03,state: ,2.65,20.03,5,0,199761.84,59956.19,153166.28,5,0,-12.87,1.15,4.52,0.4,
3383,20.03,20,627282,628.023073,,0,,0.98,,0.05,state: ,2.45,20.05,5,0,199761.7,59955.82,153166.4,5,0,-12.76,0.9,4.56,0.45,
3384,20.05,20,627458,628.1989625,,0,,0.98,,0.1,state: ,2.3,20.1,5,0,199761.45,59955.21,153166.62,5,0,-12.67,0.63,4.6,0.46,
3385,20.1,20,627633,628.3747633,,0,,0.97,,0.21,state: ,2.17,20.21,5,0,199760.95,59953.94,153167.07,5,0,-12.6,0.36,4.65,0.48,
3386,20.21,20,627808,628.5455482,,0,,0.97,,0.27,state: ,2.03,20.27,5,0,199759.92,59951.32,153168.04,5,0,-12.57,0.13,4.7,0.51,
3387,20.27,20,627983,628.720679,,0,,0.97,,0.31,state: ,1.88,20.31,5,0,199758.56,59947.91,153169.32,5,0,-12.55,-0.08,4.75,0.54,
3388,20.31,20,628159,628.8980968,,0,,0.97,,0.39,state: ,1.73,20.39,5,0,199757.01,59944.04,153170.79,5,0,-12.56,-0.28,4.8,0.55,
